age,age_group,gender,job_type,daily_social_media_time,work_hours_per_day,stress_level,sleep_hours,screen_time_before_sleep,coffee_consumption_per_day,weekly_offline_hours
34,Young Adult,Female,Unemployed,0.53,6.42,8.0,5.18,0.91,0,9.98
25,Young Adult,Female,Finance,3.29,2.26,6.0,7.2,1.22,6,0.0
55,Senior,Female,IT,1.82,5.79,1.0,9.41,1.57,2,3.04
43,Adult,Female,Unemployed,3.03,6.2,6.0,8.39,1.36,4,17.3
44,Adult,Female,Education,3.58,5.12,7.0,6.14,0.0,2,12.92
39,Adult,Female,Health,0.57,5.22,8.0,6.42,0.96,1,0.0
44,Adult,Female,Finance,1.69,8.78,2.0,7.41,2.69,2,23.1
62,Senior,Female,IT,2.38,10.42,9.0,7.66,0.51,2,15.3
43,Adult,Female,IT,6.88,2.59,1.0,7.99,2.1,2,16.69
45,Adult,Female,Finance,2.46,4.48,3.0,7.87,0.34,5,7.11
22,Young Adult,Female,Student,1.6,7.52,10.0,5.0,0.59,3,0.78
37,Adult,Female,Health,3.95,6.75,8.0,6.9,1.21,1,9.67
61,Senior,Female,Health,3.25,9.14,1.0,8.67,0.07,1,0.0
52,Senior,Female,Education,0.0,7.78,8.0,4.82,1.19,2,15.79
45,Adult,Female,Student,0.28,4.27,7.0,5.45,0.79,6,11.61
33,Young Adult,Female,Unemployed,6.6,8.5,10.0,7.23,0.37,1,10.09
37,Adult,Female,Health,2.74,9.45,4.0,8.41,1.83,2,9.25
53,Senior,Female,Health,4.81,10.41,9.0,6.23,0.52,0,18.87
51,Senior,Female,Finance,0.68,9.46,3.0,8.11,2.38,2,0.0
51,Senior,Female,IT,0.23,5.62,2.0,8.88,0.63,2,17.5
44,Adult,Female,Education,0.5,10.77,8.0,6.47,0.55,3,3.06
32,Young Adult,Female,Student,1.78,7.02,3.0,4.77,1.59,2,1.49
37,Adult,Female,Unemployed,0.0,3.66,3.0,5.85,0.55,1,10.64
36,Adult,Female,Education,6.51,5.1,5.0,6.18,0.41,1,19.87
62,Senior,Female,IT,2.07,4.25,10.0,7.01,1.01,2,20.02
23,Young Adult,Female,Student,4.32,3.51,8.0,6.69,1.02,3,0.0
31,Young Adult,Female,Student,3.28,9.52,5.0,9.01,0.64,4,13.71
39,Adult,Female,IT,3.0,8.25,1.0,6.04,1.51,1,6.51
53,Senior,Female,IT,3.62,5.05,9.0,7.44,0.66,3,27.35
44,Adult,Female,Student,0.79,5.94,6.0,7.26,0.78,1,0.0
24,Young Adult,Female,Student,5.12,3.71,2.0,5.64,0.62,4,6.78
32,Young Adult,Female,Finance,3.6,4.99,3.0,5.08,0.5,3,5.4
31,Young Adult,Female,Education,2.82,3.13,1.0,5.27,1.69,1,7.38
31,Young Adult,Female,Health,1.69,4.6,10.0,6.29,1.18,2,7.34
34,Young Adult,Female,Unemployed,2.32,7.41,8.0,5.26,0.79,1,4.74
34,Young Adult,Female,Health,4.86,6.77,10.0,7.85,0.39,2,0.0
56,Senior,Female,Education,0.0,6.42,1.0,7.86,0.89,2,0.75
53,Senior,Female,IT,0.0,7.46,4.0,6.44,0.0,3,2.15
40,Adult,Female,Education,1.09,4.71,4.0,6.83,0.46,5,11.51
50,Adult,Female,IT,6.58,2.32,9.0,4.55,1.72,2,18.34
40,Adult,Female,Unemployed,8.69,10.31,4.0,5.87,0.52,1,3.65
32,Young Adult,Female,Student,0.49,6.72,8.0,5.08,1.41,1,0.0
31,Young Adult,Female,Health,2.68,4.03,7.0,8.85,0.78,2,2.23
56,Senior,Female,Unemployed,2.32,8.04,10.0,4.86,2.39,1,9.06
35,Young Adult,Female,Finance,4.89,7.77,4.0,6.37,0.49,3,0.82
23,Young Adult,Female,Finance,4.73,4.37,7.0,3.53,0.5,1,0.0
49,Adult,Female,Education,4.36,7.31,1.0,7.37,0.35,2,2.89
57,Senior,Female,IT,4.54,4.91,8.0,3.79,0.74,0,6.47
50,Adult,Female,Health,1.6,8.36,8.0,5.4,0.82,2,14.75
56,Senior,Female,Finance,3.19,8.25,5.0,8.41,0.58,4,11.2
31,Young Adult,Female,IT,3.3,7.81,3.0,4.28,1.37,0,1.99
24,Young Adult,Female,Health,6.94,9.39,3.0,6.94,0.7,1,0.0
58,Senior,Female,Unemployed,6.68,5.07,4.0,5.56,1.54,2,18.59
58,Senior,Female,IT,3.24,4.23,1.0,8.98,0.77,3,0.0
53,Senior,Female,Unemployed,2.57,6.17,10.0,5.58,0.57,2,8.5
61,Senior,Female,Student,1.71,3.51,4.0,5.38,0.32,3,23.61
21,Young Adult,Female,Education,2.31,9.44,3.0,6.33,1.11,3,9.64
47,Adult,Female,Education,2.52,5.06,8.0,6.17,2.28,3,0.73
41,Adult,Female,Student,2.27,6.04,10.0,5.51,0.81,2,0.0
37,Adult,Female,Education,2.02,7.24,8.0,4.19,0.28,2,0.0
63,Senior,Female,Education,7.51,5.55,4.0,9.1,1.43,5,0.07
48,Adult,Female,Health,2.87,7.78,1.0,6.75,1.39,1,14.34
24,Young Adult,Female,Education,3.71,10.34,2.0,7.33,0.82,3,1.25
49,Adult,Female,Unemployed,3.61,12.0,10.0,6.31,0.28,6,14.08
44,Adult,Female,Education,9.85,4.83,8.0,8.3,1.16,1,0.0
42,Adult,Female,Finance,3.67,7.62,9.0,8.8,0.51,3,10.12
38,Adult,Female,Finance,5.92,8.58,9.0,6.94,0.76,3,14.37
35,Young Adult,Female,Education,3.31,5.34,9.0,7.74,0.0,1,23.17
55,Senior,Female,Unemployed,4.53,6.68,4.0,6.24,0.64,2,5.25
65,Senior,Female,IT,4.12,7.39,2.0,6.4,2.95,2,11.89
41,Adult,Female,Unemployed,1.27,4.98,9.0,4.94,0.32,3,29.7
45,Adult,Female,Unemployed,1.45,7.0,5.0,7.46,1.67,1,11.42
33,Young Adult,Female,Unemployed,0.42,10.77,8.0,7.07,1.55,1,8.35
35,Young Adult,Female,Unemployed,2.45,9.9,8.0,6.79,0.91,2,4.9
29,Young Adult,Female,Education,4.54,1.59,8.0,7.77,0.83,4,1.54
36,Adult,Female,Unemployed,5.24,6.5,6.0,7.5,1.31,2,20.95
65,Senior,Female,Finance,0.0,5.03,10.0,6.4,1.01,1,20.57
39,Adult,Female,Student,2.11,6.75,4.0,5.83,0.7,1,4.46
30,Young Adult,Female,Student,0.0,9.38,7.0,6.67,0.44,3,19.38
24,Young Adult,Female,Finance,6.25,5.96,2.0,7.71,0.87,2,3.03
57,Senior,Female,Finance,3.87,7.47,5.0,7.28,1.34,2,7.48
56,Senior,Female,Education,3.2,1.52,6.0,7.15,0.35,1,9.26
21,Young Adult,Female,Education,0.57,6.3,1.0,4.83,1.06,3,0.0
53,Senior,Female,Finance,3.83,5.8,4.0,4.92,1.08,0,0.0
38,Adult,Female,Health,0.81,7.02,8.0,8.26,1.17,3,15.73
53,Senior,Female,Unemployed,3.44,8.83,5.0,5.34,0.57,3,7.79
25,Young Adult,Female,Health,4.53,3.25,8.0,6.26,0.03,1,2.36
44,Adult,Female,IT,4.97,6.62,10.0,8.67,3.0,1,12.12
36,Adult,Female,Finance,5.11,7.0,10.0,5.82,1.74,0,10.24
65,Senior,Female,Education,3.94,6.03,6.0,5.31,0.03,3,9.79
22,Young Adult,Female,Health,1.44,7.23,1.0,5.8,1.12,5,27.89
33,Young Adult,Female,Student,4.67,8.01,10.0,5.15,0.38,3,24.15
64,Senior,Female,Education,4.32,8.97,8.0,6.45,0.2,2,21.31
40,Adult,Female,Finance,0.35,8.28,9.0,6.64,1.07,2,8.56
54,Senior,Female,Finance,2.91,6.43,1.0,6.84,1.03,1,15.99
50,Adult,Female,Unemployed,1.35,6.49,10.0,8.26,0.75,0,20.75
40,Adult,Female,Health,2.56,6.94,4.0,5.59,1.37,1,11.09
59,Senior,Female,Student,0.0,7.16,4.0,4.75,0.77,3,9.36
46,Adult,Female,IT,5.43,2.47,2.0,7.08,0.78,2,0.0
62,Senior,Female,Finance,5.23,5.09,1.0,5.95,0.7,2,20.07
61,Senior,Female,IT,1.91,8.72,8.0,6.67,1.56,3,14.36
37,Adult,Female,Unemployed,2.53,8.35,5.0,7.91,1.88,2,0.71
54,Senior,Female,Finance,6.0,4.45,6.0,7.7,2.11,2,20.85
52,Senior,Female,Student,1.05,5.04,4.0,7.03,2.09,2,1.3
23,Young Adult,Female,Health,2.32,7.66,7.0,7.44,1.56,3,4.15
62,Senior,Female,Finance,1.78,9.1,9.0,8.03,0.0,2,10.11
36,Adult,Female,Unemployed,2.76,7.2,8.0,8.46,0.17,0,0.0
48,Adult,Female,Student,3.55,8.83,3.0,7.46,1.18,1,14.77
26,Young Adult,Female,Health,0.0,7.92,5.0,5.43,0.58,0,8.33
61,Senior,Female,Education,1.68,6.7,3.0,4.69,2.21,0,7.56
26,Young Adult,Female,Health,1.69,9.42,10.0,8.89,1.59,3,6.39
39,Adult,Female,Finance,2.89,7.09,9.0,6.86,1.88,2,16.83
30,Young Adult,Female,Health,4.91,3.72,2.0,3.69,1.64,3,1.53
58,Senior,Female,Education,4.98,7.85,5.0,7.24,0.0,0,9.72
43,Adult,Female,Unemployed,5.39,8.19,3.0,5.37,1.06,2,33.59
47,Adult,Female,Student,2.85,7.92,6.0,6.18,0.97,2,18.8
59,Senior,Female,Health,4.81,3.62,2.0,6.43,1.02,0,10.84
36,Adult,Female,Health,1.86,6.18,4.0,6.57,1.03,3,5.11
45,Adult,Female,Education,5.61,1.52,10.0,8.48,2.59,4,3.16
43,Adult,Female,IT,7.01,6.12,7.0,7.01,0.68,3,23.51
44,Adult,Female,Finance,1.15,5.21,3.0,4.03,1.67,4,6.97
59,Senior,Female,Unemployed,4.07,6.46,9.0,8.37,1.62,4,13.26
45,Adult,Female,Unemployed,4.65,9.88,3.0,6.45,0.0,0,3.06
65,Senior,Female,Education,2.95,6.31,6.0,5.31,0.59,1,0.0
37,Adult,Female,Finance,0.26,5.78,5.0,3.65,1.38,2,7.54
40,Adult,Female,Health,0.82,5.55,10.0,6.89,1.68,2,24.64
31,Young Adult,Female,IT,5.96,8.56,5.0,5.86,0.92,1,0.0
28,Young Adult,Female,Education,6.8,8.62,9.0,6.84,1.38,1,27.89
29,Young Adult,Female,Unemployed,6.63,8.19,6.0,6.94,0.2,1,4.6
34,Young Adult,Female,Health,6.25,6.9,5.0,6.71,1.73,2,9.31
24,Young Adult,Female,Finance,0.0,7.62,10.0,5.41,1.5,2,0.0
49,Adult,Female,Education,1.25,8.09,2.0,6.11,1.21,0,26.96
31,Young Adult,Female,Health,1.0,6.11,7.0,9.21,1.58,2,12.06
35,Young Adult,Female,Finance,4.66,6.46,5.0,6.29,0.39,3,8.61
61,Senior,Female,Student,1.45,5.09,9.0,6.47,1.08,2,16.92
30,Young Adult,Female,Student,0.0,5.21,2.0,5.1,2.54,3,29.33
61,Senior,Female,Unemployed,6.09,6.45,10.0,5.58,1.15,0,15.11
29,Young Adult,Female,Finance,1.69,4.73,1.0,9.34,2.04,2,23.94
35,Young Adult,Female,Education,2.97,3.93,2.0,9.18,1.29,4,8.58
26,Young Adult,Female,Student,0.0,5.2,3.0,5.04,0.93,0,22.84
25,Young Adult,Female,Finance,2.54,5.73,7.0,8.9,0.0,1,0.0
31,Young Adult,Female,Unemployed,1.31,5.77,7.0,5.87,0.39,2,5.77
55,Senior,Female,Education,1.07,6.59,5.0,6.49,0.97,2,18.14
56,Senior,Female,Unemployed,2.36,6.09,8.0,4.33,1.47,6,0.0
43,Adult,Female,Unemployed,5.34,8.35,1.0,6.25,1.2,2,24.74
32,Young Adult,Female,Health,3.37,6.69,10.0,8.09,1.86,4,0.0
47,Adult,Female,IT,4.41,5.94,2.0,6.84,1.52,2,0.0
41,Adult,Female,Finance,1.34,8.84,7.0,5.48,1.04,1,4.35
47,Adult,Female,Unemployed,1.66,7.46,5.0,8.13,1.03,1,20.25
61,Senior,Female,Student,0.2,4.24,2.0,4.06,0.61,0,17.37
64,Senior,Female,Finance,0.41,7.03,7.0,6.15,1.54,3,5.72
29,Young Adult,Female,Health,3.05,8.44,10.0,8.36,1.43,3,3.62
40,Adult,Female,Student,3.03,4.69,2.0,8.1,0.0,2,10.72
47,Adult,Female,Education,2.95,10.05,3.0,5.28,1.81,2,0.23
47,Adult,Female,IT,5.06,9.07,4.0,4.97,1.12,5,4.18
55,Senior,Female,Education,4.71,10.32,4.0,7.09,1.35,1,0.0
58,Senior,Female,Education,2.47,6.28,2.0,3.47,1.33,2,2.34
53,Senior,Female,Unemployed,3.42,2.27,9.0,7.68,1.37,2,21.35
31,Young Adult,Female,Student,3.9,8.02,10.0,8.28,0.84,0,6.68
31,Young Adult,Female,Finance,2.84,10.25,5.0,6.18,1.11,3,11.52
48,Adult,Female,Education,2.98,3.53,3.0,6.52,0.91,0,31.14
37,Adult,Female,Finance,6.69,3.31,6.0,6.98,0.0,6,16.12
57,Senior,Female,Health,4.2,7.38,3.0,5.83,1.88,1,12.14
55,Senior,Female,IT,3.05,6.6,4.0,3.78,0.05,0,12.9
55,Senior,Female,Unemployed,8.38,10.67,8.0,5.92,0.44,3,12.85
21,Young Adult,Female,Unemployed,0.95,3.96,3.0,5.02,1.71,0,0.0
36,Adult,Female,Unemployed,3.71,5.56,7.0,6.52,1.64,5,13.43
31,Young Adult,Female,Unemployed,0.7,8.22,5.0,9.35,1.34,1,0.0
55,Senior,Female,Finance,3.68,8.57,6.0,7.64,0.0,1,8.61
33,Young Adult,Female,Health,0.0,10.23,5.0,7.18,2.52,3,21.23
38,Adult,Female,Education,2.75,6.96,8.0,4.2,0.49,1,15.8
45,Adult,Female,Finance,3.37,5.26,10.0,4.66,0.75,2,15.32
50,Adult,Female,Unemployed,0.96,6.84,2.0,7.83,0.75,4,1.71
32,Young Adult,Female,IT,1.25,11.04,9.0,9.1,0.0,5,24.08
61,Senior,Female,Unemployed,4.72,8.25,9.0,9.9,0.95,1,9.8
64,Senior,Female,Student,4.27,6.82,3.0,5.61,1.5,5,8.1
46,Adult,Female,IT,5.94,6.66,7.0,5.07,1.69,2,13.47
21,Young Adult,Female,Health,1.0,10.37,10.0,5.82,0.71,1,4.0
56,Senior,Female,Student,2.7,8.06,1.0,6.26,1.29,1,13.7
25,Young Adult,Female,IT,3.06,8.01,4.0,7.41,1.18,2,26.04
27,Young Adult,Female,Health,0.0,7.72,5.0,7.38,1.82,2,5.91
58,Senior,Female,Education,3.07,8.84,8.0,5.58,1.52,0,20.03
41,Adult,Female,Unemployed,2.25,7.91,1.0,6.8,0.18,2,15.38
55,Senior,Female,Unemployed,0.0,9.73,1.0,6.06,0.63,3,0.0
40,Adult,Female,IT,3.45,8.93,6.0,8.28,1.3,0,26.11
39,Adult,Female,Student,4.43,7.22,8.0,9.1,0.89,1,0.52
60,Senior,Female,Finance,2.29,8.23,1.0,5.47,0.98,5,0.0
56,Senior,Female,Student,1.24,4.26,1.0,7.61,0.45,4,14.45
30,Young Adult,Female,Health,2.34,6.0,9.0,4.28,0.98,3,7.93
53,Senior,Female,Student,3.53,5.34,10.0,7.74,1.03,0,9.49
53,Senior,Female,Student,2.19,6.35,3.0,4.28,1.35,3,14.62
62,Senior,Female,Health,2.41,9.82,8.0,6.53,2.55,2,3.68
56,Senior,Female,Health,0.97,7.37,8.0,6.61,1.87,1,2.91
27,Young Adult,Female,Unemployed,5.96,7.2,10.0,3.0,0.1,2,13.42
58,Senior,Female,Unemployed,3.32,6.26,3.0,7.25,0.74,2,14.24
46,Adult,Female,Unemployed,4.87,3.07,10.0,6.8,0.63,1,17.2
21,Young Adult,Female,Unemployed,2.76,8.95,8.0,7.25,1.17,4,3.18
53,Senior,Female,Student,4.39,6.35,2.0,5.65,0.93,2,27.87
56,Senior,Female,Unemployed,2.01,3.5,4.0,5.28,1.21,0,18.01
43,Adult,Female,Finance,3.66,7.87,1.0,7.48,1.24,0,15.52
60,Senior,Female,Health,3.0,7.61,3.0,4.24,0.57,0,6.65
33,Young Adult,Female,Student,1.46,6.79,7.0,5.51,0.25,2,13.92
23,Young Adult,Female,IT,3.39,6.42,7.0,5.82,0.88,4,12.58
51,Senior,Female,Health,3.38,7.29,7.0,3.07,0.88,3,11.73
42,Adult,Female,Student,3.63,7.59,10.0,9.51,1.05,0,3.14
39,Adult,Female,IT,2.26,7.55,1.0,7.04,2.12,1,10.83
35,Young Adult,Female,Unemployed,5.04,9.06,10.0,5.25,1.84,1,12.76
29,Young Adult,Female,Finance,4.79,6.9,3.0,6.02,1.1,2,17.21
40,Adult,Female,Education,3.12,5.67,1.0,3.0,0.0,2,4.96
63,Senior,Female,Unemployed,1.54,3.14,3.0,4.53,1.95,3,5.76
30,Young Adult,Female,Student,6.49,6.26,10.0,5.24,1.07,2,22.3
46,Adult,Female,Education,3.88,9.98,6.0,5.09,1.59,0,6.52
26,Young Adult,Female,Unemployed,1.95,3.77,10.0,4.16,1.31,1,5.85
31,Young Adult,Female,Finance,4.47,6.91,5.0,7.81,1.97,1,17.77
25,Young Adult,Female,Student,3.42,7.08,7.0,7.9,2.39,1,7.61
57,Senior,Female,Finance,6.27,8.39,7.0,5.06,0.0,2,11.54
57,Senior,Female,Student,3.04,4.58,5.0,7.37,1.14,1,6.81
50,Adult,Female,IT,0.0,7.51,3.0,7.81,1.34,2,23.22
24,Young Adult,Female,IT,1.53,4.74,2.0,5.71,0.72,4,12.62
36,Adult,Female,Unemployed,5.48,3.6,1.0,5.73,1.15,2,4.69
51,Senior,Female,IT,5.72,8.12,7.0,5.5,1.05,3,16.53
45,Adult,Female,Unemployed,2.67,6.46,8.0,8.33,0.8,1,17.49
36,Adult,Female,Student,5.63,6.2,5.0,6.29,2.06,2,7.33
36,Adult,Female,Finance,3.11,6.57,1.0,7.18,0.84,3,0.0
60,Senior,Female,Finance,7.14,8.92,5.0,6.68,1.44,5,7.98
25,Young Adult,Female,Education,1.74,8.07,1.0,5.59,1.04,2,7.84
59,Senior,Female,Education,2.04,8.26,10.0,6.69,1.07,2,7.63
58,Senior,Female,Education,2.97,10.52,2.0,8.43,1.88,1,6.0
40,Adult,Female,Health,1.8,8.39,2.0,5.35,0.88,1,7.4
41,Adult,Female,Health,2.07,7.98,7.0,6.67,1.95,2,13.57
42,Adult,Female,Finance,4.98,8.48,4.0,5.73,0.74,3,14.77
22,Young Adult,Female,Unemployed,1.75,6.5,3.0,7.71,1.06,2,0.0
23,Young Adult,Female,Finance,1.82,7.72,9.0,3.83,0.98,4,20.57
45,Adult,Female,IT,2.38,6.32,4.0,5.78,1.37,2,5.77
62,Senior,Female,IT,2.51,10.34,2.0,9.05,0.64,1,20.75
45,Adult,Female,Education,1.13,8.7,4.0,8.23,1.48,4,6.34
23,Young Adult,Female,Finance,6.25,7.62,3.0,10.0,0.45,1,10.21
44,Adult,Female,Education,0.0,3.14,1.0,3.84,3.0,4,4.42
55,Senior,Female,IT,0.36,7.53,10.0,8.74,1.29,1,19.46
21,Young Adult,Female,IT,4.05,10.76,5.0,6.21,1.2,2,14.71
52,Senior,Female,IT,0.35,8.58,7.0,5.07,0.21,2,14.61
38,Adult,Female,Education,4.42,4.87,8.0,7.08,0.0,0,16.93
55,Senior,Female,Health,2.82,5.52,10.0,6.14,0.24,1,9.66
55,Senior,Female,Education,1.79,6.93,10.0,3.33,1.07,0,5.0
57,Senior,Female,Education,2.08,7.01,2.0,6.86,0.38,3,12.38
32,Young Adult,Female,IT,5.18,5.25,2.0,6.19,1.49,1,16.7
35,Young Adult,Female,Finance,4.6,7.53,2.0,6.95,0.95,2,15.74
34,Young Adult,Female,Health,0.0,9.65,1.0,7.68,0.58,1,0.0
54,Senior,Female,Unemployed,2.69,7.35,8.0,5.67,1.3,2,0.0
28,Young Adult,Female,Student,3.35,5.88,3.0,9.67,0.0,1,10.05
36,Adult,Female,Student,2.86,5.58,1.0,9.95,0.05,0,2.53
63,Senior,Female,IT,0.34,11.94,1.0,5.19,1.58,2,5.74
36,Adult,Female,Health,3.43,8.2,2.0,6.63,1.35,0,17.85
40,Adult,Female,Unemployed,4.54,5.08,10.0,5.09,0.31,2,22.29
53,Senior,Female,Education,4.06,8.76,6.0,5.11,0.64,0,27.24
29,Young Adult,Female,Education,2.02,5.48,7.0,5.0,1.26,1,19.79
51,Senior,Female,Finance,2.86,5.27,8.0,7.44,0.0,1,21.57
48,Adult,Female,Unemployed,1.41,7.22,1.0,5.94,0.65,1,10.05
37,Adult,Female,Unemployed,2.75,7.55,3.0,4.47,1.15,2,15.72
57,Senior,Female,Finance,1.18,6.91,6.0,8.46,0.18,3,0.0
30,Young Adult,Female,IT,6.79,5.42,1.0,5.75,1.39,3,21.89
33,Young Adult,Female,Student,0.41,7.77,3.0,9.57,0.52,2,12.69
31,Young Adult,Female,Unemployed,3.81,5.76,8.0,4.64,1.45,0,27.64
51,Senior,Female,Unemployed,0.0,9.23,9.0,6.12,1.31,4,14.35
53,Senior,Female,Unemployed,3.67,7.47,3.0,10.0,1.8,1,14.18
63,Senior,Female,Student,2.39,8.65,7.0,6.77,1.16,0,7.82
61,Senior,Female,Finance,0.0,8.74,7.0,7.67,0.0,1,0.0
24,Young Adult,Female,Student,3.96,9.55,7.0,7.77,1.42,2,2.49
26,Young Adult,Female,IT,2.22,4.48,3.0,7.24,0.0,1,11.96
34,Young Adult,Female,Finance,6.67,6.28,3.0,3.0,1.24,2,20.93
61,Senior,Female,Unemployed,3.24,8.63,6.0,9.58,0.64,3,4.38
34,Young Adult,Female,Health,2.63,2.29,4.0,7.11,0.65,2,2.4
64,Senior,Female,Education,4.01,9.27,8.0,9.23,0.22,2,0.0
47,Adult,Female,Finance,0.0,7.78,7.0,6.41,0.0,1,10.02
23,Young Adult,Female,Education,3.29,8.97,9.0,7.79,0.84,1,11.38
30,Young Adult,Female,IT,2.2,6.52,6.0,7.62,0.96,1,23.04
47,Adult,Female,Unemployed,2.75,4.92,4.0,7.72,0.36,3,3.21
53,Senior,Female,IT,3.64,4.18,8.0,5.58,1.52,1,20.54
25,Young Adult,Female,Student,2.05,8.37,4.0,6.68,0.99,0,25.18
62,Senior,Female,Finance,5.75,6.77,2.0,5.83,1.43,6,27.38
30,Young Adult,Female,Student,5.77,6.07,8.0,5.63,0.56,0,9.92
51,Senior,Female,IT,3.63,5.92,7.0,7.5,0.25,2,6.63
48,Adult,Female,Education,6.5,6.5,5.0,4.05,1.11,1,4.15
31,Young Adult,Female,Health,4.37,6.0,3.0,6.02,2.05,3,12.48
65,Senior,Female,IT,3.0,10.09,1.0,5.2,1.42,3,0.0
54,Senior,Female,Health,2.24,7.44,2.0,4.69,1.66,1,4.9
41,Adult,Female,Health,0.0,8.99,10.0,7.31,1.43,1,23.02
35,Young Adult,Female,Health,4.56,8.47,7.0,6.31,0.7,3,14.37
56,Senior,Female,Education,3.31,5.56,3.0,5.74,0.81,3,7.59
43,Adult,Female,Finance,2.24,8.12,7.0,8.32,1.48,5,12.92
33,Young Adult,Female,Education,2.14,6.54,2.0,4.62,0.34,2,9.22
24,Young Adult,Female,Health,1.8,7.45,6.0,5.9,0.41,3,9.99
39,Adult,Female,Education,4.09,6.52,7.0,5.96,1.37,5,0.6
35,Young Adult,Female,Unemployed,0.0,1.94,4.0,7.86,0.0,1,5.28
33,Young Adult,Female,IT,2.84,9.11,5.0,10.0,1.36,2,16.69
44,Adult,Female,Student,3.39,5.98,9.0,7.45,0.47,2,0.86
39,Adult,Female,Student,0.0,10.03,6.0,8.05,0.71,4,0.0
35,Young Adult,Female,IT,3.26,6.52,4.0,6.26,0.24,4,10.19
58,Senior,Female,IT,2.38,10.48,1.0,5.29,0.0,1,10.23
51,Senior,Female,IT,1.84,9.68,1.0,4.33,1.16,1,12.46
56,Senior,Female,Health,4.65,7.26,7.0,6.68,0.95,3,19.47
64,Senior,Female,Unemployed,5.38,8.14,5.0,6.68,0.9,6,2.57
64,Senior,Female,Education,1.0,8.89,4.0,8.65,1.47,2,10.44
59,Senior,Female,IT,0.0,7.05,7.0,3.17,1.33,1,14.47
63,Senior,Female,Student,3.82,6.92,6.0,7.36,0.16,1,11.68
27,Young Adult,Female,Finance,2.75,5.07,8.0,6.12,0.75,4,21.07
30,Young Adult,Female,Finance,4.0,8.79,2.0,8.42,0.88,3,18.24
24,Young Adult,Female,IT,3.66,6.66,6.0,4.65,0.78,1,21.98
40,Adult,Female,IT,6.65,7.2,10.0,5.04,1.2,3,9.78
41,Adult,Female,Education,2.83,6.53,7.0,6.8,0.0,3,8.15
34,Young Adult,Female,Finance,2.93,10.59,7.0,7.03,2.08,1,0.71
37,Adult,Female,IT,0.65,5.53,8.0,5.1,1.77,4,0.0
24,Young Adult,Female,Student,3.0,5.5,3.0,8.82,1.08,1,10.0
60,Senior,Female,Unemployed,0.0,7.46,8.0,6.84,1.61,2,15.48
23,Young Adult,Female,Health,0.0,6.5,6.0,6.78,0.81,3,1.26
58,Senior,Female,Unemployed,2.63,10.84,5.0,6.56,2.93,2,14.55
30,Young Adult,Female,IT,6.49,10.05,2.0,5.73,1.45,0,21.09
34,Young Adult,Female,Finance,5.68,6.24,10.0,6.41,0.85,0,0.0
25,Young Adult,Female,IT,5.21,8.6,5.0,6.73,0.63,5,12.26
62,Senior,Female,Unemployed,1.86,8.79,8.0,7.36,1.45,2,14.64
41,Adult,Female,Unemployed,0.0,3.8,4.0,4.82,2.57,1,3.49
44,Adult,Female,Student,0.83,10.63,4.0,6.54,2.97,4,8.64
56,Senior,Female,Student,5.35,7.17,9.0,7.42,1.97,4,12.41
45,Adult,Female,Unemployed,1.94,8.38,3.0,8.57,1.01,1,23.85
63,Senior,Female,Health,0.56,3.93,7.0,4.37,1.63,2,23.78
42,Adult,Female,Student,3.81,4.62,4.0,7.49,0.0,2,7.99
24,Young Adult,Female,Health,5.69,6.23,7.0,5.47,0.58,0,12.41
65,Senior,Female,Finance,2.12,9.95,2.0,7.53,0.94,2,15.69
56,Senior,Female,IT,3.4,6.03,10.0,7.45,1.97,2,12.06
63,Senior,Female,Unemployed,4.36,10.64,8.0,4.59,0.47,0,1.74
56,Senior,Female,Unemployed,3.87,8.39,10.0,5.4,0.0,2,0.42
43,Adult,Female,Student,6.2,6.04,2.0,4.69,0.14,1,17.86
31,Young Adult,Female,Student,3.1,4.1,7.0,5.06,1.26,4,19.3
42,Adult,Female,Health,5.58,4.17,9.0,7.99,0.91,2,0.0
64,Senior,Female,Student,16.06,8.65,4.0,5.57,0.0,3,12.7
35,Young Adult,Female,Health,3.09,8.41,10.0,6.71,1.02,2,8.54
31,Young Adult,Female,Finance,2.97,9.46,9.0,6.0,0.47,1,6.88
27,Young Adult,Female,IT,1.9,5.72,4.0,7.49,0.85,3,16.88
44,Adult,Female,IT,1.46,9.04,8.0,5.28,1.03,3,13.31
57,Senior,Female,Student,3.78,5.16,2.0,6.66,1.73,0,18.43
50,Adult,Female,Student,6.58,7.8,10.0,6.83,1.08,1,0.0
24,Young Adult,Female,Health,3.74,7.53,6.0,5.27,1.59,1,18.44
26,Young Adult,Female,Education,3.2,6.5,6.0,5.16,0.61,5,0.0
40,Adult,Female,Unemployed,5.61,8.76,10.0,5.52,0.84,2,5.61
42,Adult,Female,Student,5.09,8.62,2.0,7.95,1.09,1,16.5
28,Young Adult,Female,Student,1.87,9.52,8.0,6.3,0.15,1,16.05
34,Young Adult,Female,IT,1.91,6.92,1.0,7.94,1.22,5,7.64
44,Adult,Female,Health,1.76,4.59,4.0,4.6,1.67,1,10.98
50,Adult,Female,Education,5.66,5.61,1.0,6.02,0.66,3,18.65
49,Adult,Female,Education,5.32,6.37,8.0,8.17,0.74,0,10.12
25,Young Adult,Female,Education,1.66,8.99,5.0,6.65,0.67,3,5.26
61,Senior,Female,Health,2.19,6.69,3.0,6.13,1.93,2,17.73
65,Senior,Female,Finance,4.05,6.05,10.0,9.19,2.17,2,6.79
